area_id,value
101,22.809954751131222
103,12.249999999999998
104,34.370530703864034
105,33.37912087912086
106,32.36175395858708
107,37.934210526315795
108,7.0
109,33.9060773480663
110,8.804878048780488
112,23.82068390325272
113,32.63745019920319
115,32.689056166763166
116,33.800000000000004
117,39.09630018367882
120,28.61067503924647
121,6.999999999999997
122,31.912087912087916
123,37.44141644908616
124,37.92039184078368
136,34.96900065033601
137,38.79260023584905
138,30.942184154175585
140,32.334963325183374
141,30.554439533949378
142,35.184203689269935
143,29.83942766295708
147,36.218497109826586
148,32.284454244762955
149,35.98164645272084
150,30.126272912423623
153,17.422222222222217
154,28.805714285714284
155,25.791114172550362
157,33.39845094664372
158,30.020253164556962
161,11.559999999999997
162,15.900662251655627
164,12.8
201,12.373737373737372
202,9.782608695652174
204,8.894736842105262
205,12.461538461538462
207,19.848101265822777
209,10.881773399014774
210,12.518518518518517
211,15.125
212,11.500000000000002
213,8.20253164556962
214,17.81818181818182
216,13.680483592400693
218,9.920634920634921
221,16.2
224,19.906873614190687
225,29.8978102189781
226,10.939393939393941
228,17.92074592074592
229,13.784810126582279
231,13.758893280632412
232,21.97504798464491
233,16.712707182320443
234,12.188405797101451
236,9.307692307692307
237,12.736842105263158
238,16.010526315789473
240,12.518518518518515
241,19.314285714285713
242,13.370370370370368
243,2.0
244,14.440000000000001
245,16.11409395973154
246,4.0
248,11.7008547008547
260,14.097560975609754
265,11.906976744186046
266,9.142857142857142
270,9.878048780487804
271,11.878787878787874
272,12.736842105263158
273,10.140740740740739
274,7.714285714285714
276,6.896551724137931
301,42.23169398907105
302,41.47933476621683
303,43.04269211451532
304,33.63285024154589
305,26.449999999999996
306,26.70344827586207
307,27.842105263157894
310,35.73127357643255
313,33.743896508121786
314,16.881731784582897
318,33.61818181818182
319,40.158796489761805
320,20.04545454545454
321,30.078481012658226
322,21.33333333333333
323,27.02008032128513
324,28.752212389380517
325,35.52031811744198
326,36.81818181818182
328,12.8
329,28.839590443686006
331,32.94159365874009
332,22.593582887700535
334,17.19047619047619
336,17.831460674157302
337,25.165048543689313
338,22.369175627240143
339,17.912386706948645
340,24.667984189723317
341,19.360000000000003
342,16.0
343,25.785714285714292
345,2.6666666666666665
346,26.430034129692835
348,20.77922077922078
349,30.0213058419244
350,6.0
354,13.481327800829874
355,31.25196850393701
358,21.952046783625732
359,14.859649122807019
360,13.828282828282825
361,13.363636363636369
362,15.439834024896266
363,9.090909090909088
364,33.6875
365,2.0
367,24.685714285714287
370,6.230769230769231
401,36.20302800908403
402,33.5975051975052
403,35.273480662983424
404,28.553956834532382
405,26.476547842401494
406,14.297297297297296
407,11.333333333333332
408,18.28896672504378
409,17.11392405063291
410,18.985401459854014
411,21.441926345609062
412,25.724409448818896
413,32.073073073073076
414,25.83240223463687
415,31.171248310049577
416,31.2258064516129
417,15.510638297872342
418,19.3609756097561
419,17.893617021276597
420,28.779467680608366
421,4.0
422,22.27710843373494
423,21.595505617977526
424,19.35805626598465
425,22.05300353356891
426,15.04395604395604
427,14.399999999999999
428,26.740740740740744
429,13.636363636363637
430,6.259259259259262
431,18.243243243243242
432,18.241379310344826
433,13.148409893992934
434,16.71428571428572
435,21.57489878542509
436,9.46753246753247
437,15.680000000000003
438,17.016806722689076
439,11.842105263157894
443,11.333333333333332
444,11.790697674418604
445,7.02247191011236
446,18.93939393939394
447,18.512820512820515
450,18.181818181818176
451,19.44642857142857
453,10.083333333333334
454,8.066666666666666
455,6.230769230769231
459,13.5
477,32.14185022026432
479,3.599999999999999
507,31.803418803418808
508,4.172413793103448
509,8.166666666666664
510,10.314285714285715
511,4.166666666666666
514,9.529411764705882
516,7.142857142857142
517,16.514285714285712
519,4.999999999999999
522,8.333333333333332
523,7.363636363636364
524,6.4
525,14.917808219178077
526,14.377245508982032
527,4.999999999999999
528,7.999999999999998
529,4.5
530,2.0
531,21.73186119873817
532,4.0
533,8.0
538,10.797752808988761
540,3.571428571428571
544,8.326732673267328
545,6.0
546,8.166666666666668
547,7.117647058823529
548,16.97979797979798
549,14.410526315789472
550,4.172413793103448
553,5.444444444444443
554,2.7777777777777772
556,16.28813559322034
557,6.4
560,1.0
561,18.225130890052355
562,5.999999999999999
563,17.043478260869566
565,11.645161290322578
566,19.513513513513512
568,18.022988505747122
569,15.338028169014082
571,7.142857142857142
573,2.0
575,7.0
576,19.444444444444446
577,17.391304347826082
578,25.625615763546794
580,21.453900709219855
582,9.0
583,16.0
584,9.782608695652172
591,5.333333333333333
